cliente_id,fecha,monto,sentido,instrumento,canal,contraparte,pais_contraparte,referencia
AR029,2026-04-05,1334322.83,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR031,2026-04-05,2275476.62,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR034,2026-04-05,6514828.30,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR003,2026-04-06,238703.44,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR005,2026-04-06,27977.92,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR005,2026-04-06,46197.63,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR005,2026-04-06,29664.88,EGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR010,2026-04-06,161611.66,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR018,2026-04-06,262539.69,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR020,2026-04-06,196175.34,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR034,2026-04-06,9833471.64,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR034,2026-04-06,7273041.03,EGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR001,2026-04-07,251709.53,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR003,2026-04-07,189885.40,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR012,2026-04-07,1463489.52,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR012,2026-04-07,1821444.93,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR017,2026-04-07,237449.88,EGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR025,2026-04-07,1546863.63,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR004,2026-04-08,190668.70,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR005,2026-04-08,54794.44,INGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR007,2026-04-08,1086423.42,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR010,2026-04-08,116471.93,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR012,2026-04-08,2228883.42,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR015,2026-04-08,907004.01,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR028,2026-04-08,1575750.20,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR029,2026-04-08,2130016.65,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR031,2026-04-08,2311212.89,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR003,2026-04-09,228010.20,EGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR007,2026-04-09,741601.47,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR016,2026-04-09,637670.63,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR019,2026-04-09,451598.12,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR035,2026-04-09,1597219.70,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR006,2026-04-10,273827.77,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR008,2026-04-10,108570.26,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR009,2026-04-10,127038.76,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR010,2026-04-10,81865.55,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR011,2026-04-10,161399.15,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR013,2026-04-10,2708827.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR017,2026-04-10,354709.84,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR017,2026-04-10,252791.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR021,2026-04-10,382069.39,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR032,2026-04-10,1648557.53,EGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR033,2026-04-10,2986852.42,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR033,2026-04-10,1733951.94,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR002,2026-04-11,251548.56,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR006,2026-04-11,405438.18,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR014,2026-04-11,1186384.85,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR015,2026-04-11,933693.32,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR015,2026-04-11,703229.75,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR021,2026-04-11,243114.98,EGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR026,2026-04-11,3423895.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR028,2026-04-11,1443151.99,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR002,2026-04-12,263214.52,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR004,2026-04-12,145755.22,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR006,2026-04-12,420962.68,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR010,2026-04-12,93327.95,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR014,2026-04-12,631218.58,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR017,2026-04-12,333735.32,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR018,2026-04-12,150663.68,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR019,2026-04-12,365809.10,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR020,2026-04-12,122818.36,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR023,2026-04-12,2671291.73,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR006,2026-04-13,243885.97,EGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR021,2026-04-13,255033.32,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-04-13,4707388.20,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR031,2026-04-13,3683627.70,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR032,2026-04-13,1228288.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR034,2026-04-13,4366120.45,EGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR003,2026-04-14,202009.89,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-04-14,132606.77,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR010,2026-04-14,113095.30,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR010,2026-04-14,97697.18,EGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR014,2026-04-14,832927.84,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR019,2026-04-14,526145.05,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR028,2026-04-14,908538.15,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR032,2026-04-14,981677.28,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR012,2026-04-15,2252109.66,EGRESO,TRANSFERENCIA,ELECTRONICO,Comitente,Uruguay,
AR015,2026-04-15,592650.77,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR019,2026-04-15,490642.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR022,2026-04-15,92390.23,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR023,2026-04-15,2612980.08,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR029,2026-04-15,1342488.91,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR032,2026-04-15,1375825.75,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR021,2026-04-16,344076.73,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR027,2026-04-16,8320691.20,EGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR032,2026-04-16,956652.23,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR001,2026-04-17,324531.16,EGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR005,2026-04-17,49501.84,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR008,2026-04-17,128480.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR008,2026-04-17,121111.28,EGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR008,2026-04-17,129358.32,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR019,2026-04-17,432904.33,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR026,2026-04-17,4892352.51,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR031,2026-04-17,3667640.21,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR007,2026-04-18,707643.81,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR016,2026-04-18,536273.44,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR022,2026-04-18,48472.99,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR023,2026-04-18,1952015.05,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR027,2026-04-18,6388881.20,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR033,2026-04-18,1553677.72,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-04-19,269046.08,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR002,2026-04-19,297641.88,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR003,2026-04-19,269924.98,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR008,2026-04-19,99025.03,EGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR011,2026-04-19,133775.71,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR003,2026-04-20,225843.65,INGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR004,2026-04-20,124138.86,EGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR010,2026-04-20,155033.57,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR015,2026-04-20,684217.93,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR020,2026-04-20,183702.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-04-20,460569.02,EGRESO,EFECTIVO,PRESENCIAL,Importador,Brasil,
AR030,2026-04-20,3340157.97,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-04-21,38852.39,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR022,2026-04-21,93559.58,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR026,2026-04-21,3460971.17,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR032,2026-04-21,859327.92,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR001,2026-04-22,286167.37,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR004,2026-04-22,217962.69,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR014,2026-04-22,795792.10,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR019,2026-04-22,503661.77,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-04-22,493408.36,INGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR022,2026-04-22,93481.82,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR025,2026-04-22,2565817.70,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR032,2026-04-22,1522193.80,EGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR004,2026-04-23,113522.96,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR006,2026-04-23,311269.13,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR007,2026-04-23,832442.06,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR008,2026-04-23,134508.47,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR013,2026-04-23,1504987.85,EGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR026,2026-04-23,2765023.21,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR028,2026-04-23,978442.38,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR029,2026-04-23,1530018.49,INGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR011,2026-04-24,154208.29,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR014,2026-04-24,973761.92,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR014,2026-04-24,621260.61,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR015,2026-04-24,815740.73,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR016,2026-04-24,626417.86,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR020,2026-04-24,171607.36,EGRESO,TRANSFERENCIA,ELECTRONICO,Comitente,Uruguay,
AR026,2026-04-24,3898265.47,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR026,2026-04-24,4494498.72,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR030,2026-04-24,4290455.11,EGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR035,2026-04-24,2244938.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR001,2026-04-25,279475.49,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR003,2026-04-25,129228.10,INGRESO,EFECTIVO,PRESENCIAL,Proveedor local,Argentina,
AR006,2026-04-25,346605.44,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-04-25,93546.10,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR011,2026-04-25,163844.36,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR022,2026-04-25,65542.36,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR030,2026-04-25,3494316.58,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-04-26,43312.26,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR007,2026-04-26,1205152.72,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR013,2026-04-26,1490754.51,INGRESO,CHEQUE,ELECTRONICO,Comitente,Uruguay,
AR016,2026-04-26,765275.68,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR024,2026-04-26,457837.22,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR006,2026-04-27,415886.52,INGRESO,CHEQUE,ELECTRONICO,Importador,Brasil,
AR015,2026-04-27,567067.67,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR016,2026-04-27,880576.53,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR021,2026-04-27,246705.69,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR025,2026-04-27,2082007.94,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR001,2026-04-28,286918.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR004,2026-04-28,194372.17,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR014,2026-04-28,940217.99,INGRESO,CHEQUE,ELECTRONICO,Proveedor local,Argentina,
AR016,2026-04-28,506967.01,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR018,2026-04-28,175327.71,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR025,2026-04-28,2163191.38,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR027,2026-04-28,8910164.96,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR033,2026-04-28,1643598.93,INGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR005,2026-04-29,50719.14,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR019,2026-04-29,240274.85,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR020,2026-04-29,101556.63,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR030,2026-04-29,4463053.31,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-04-30,283103.65,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR004,2026-04-30,158095.36,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor,Chile,
AR010,2026-04-30,78993.42,EGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR013,2026-04-30,2541173.52,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR018,2026-04-30,242991.61,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR024,2026-04-30,253878.76,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR025,2026-04-30,2266593.99,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR028,2026-04-30,1622965.91,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR029,2026-04-30,1345510.98,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR029,2026-04-30,1995990.53,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR033,2026-04-30,2004946.16,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR033,2026-04-30,2585666.24,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-05-01,264915.49,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR002,2026-05-01,250772.09,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR004,2026-05-01,219925.31,EGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-05-01,29578.24,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR005,2026-05-01,34260.75,INGRESO,EFECTIVO,PRESENCIAL,Cliente minorista,Argentina,
AR007,2026-05-01,598413.22,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR022,2026-05-01,62154.64,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR023,2026-05-01,2584651.30,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR006,2026-05-02,191045.57,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR008,2026-05-02,72628.76,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR008,2026-05-02,140289.41,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR010,2026-05-02,118379.65,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR012,2026-05-02,1149296.01,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR012,2026-05-02,2048307.82,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR024,2026-05-02,222096.93,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR029,2026-05-02,2158217.23,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR007,2026-05-03,1066754.76,INGRESO,CHEQUE,ELECTRONICO,Transferencia recibida,Argentina,
AR017,2026-05-03,225687.25,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR019,2026-05-03,516539.57,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR025,2026-05-03,1721402.21,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR030,2026-05-03,4821715.93,EGRESO,EFECTIVO,PRESENCIAL,Cobro de honorarios,Argentina,
AR032,2026-05-03,1095682.12,EGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR033,2026-05-03,2426353.95,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR010,2026-05-04,105651.08,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR010,2026-05-04,107416.46,INGRESO,EFECTIVO,PRESENCIAL,Mayorista del rubro,Argentina,
AR015,2026-05-04,739787.55,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-05-04,482107.60,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR021,2026-05-04,284535.80,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR023,2026-05-04,2809163.11,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR029,2026-05-04,1979377.94,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR032,2026-05-04,1188180.76,INGRESO,TRANSFERENCIA,ELECTRONICO,Cobro de honorarios,Argentina,
AR001,2026-05-05,264777.55,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR002,2026-05-05,149724.68,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR005,2026-05-05,43940.85,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-05-05,50669.63,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR007,2026-05-05,884689.87,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR008,2026-05-05,139423.32,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR017,2026-05-05,358688.50,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR017,2026-05-05,211149.19,EGRESO,EFECTIVO,PRESENCIAL,Transferencia recibida,Argentina,
AR019,2026-05-05,512948.08,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR020,2026-05-05,103197.36,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR021,2026-05-05,260604.76,INGRESO,EFECTIVO,PRESENCIAL,Servicios contratados,Argentina,
AR027,2026-05-05,11894638.15,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR029,2026-05-05,1877523.89,EGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR031,2026-05-05,4001003.35,INGRESO,CHEQUE,ELECTRONICO,Mayorista del rubro,Argentina,
AR032,2026-05-05,1714129.22,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR027,2026-05-06,6259233.08,EGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR007,2026-05-07,593836.99,INGRESO,CHEQUE,ELECTRONICO,Servicios contratados,Argentina,
AR019,2026-05-07,421154.75,INGRESO,TRANSFERENCIA,ELECTRONICO,Comitente,Uruguay,
AR025,2026-05-07,2394792.83,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR027,2026-05-07,12690377.03,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR027,2026-05-07,12272291.96,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR028,2026-05-07,986542.83,EGRESO,TRANSFERENCIA,ELECTRONICO,Importador,Brasil,
AR035,2026-05-07,2800038.80,INGRESO,CHEQUE,ELECTRONICO,Comitente,Uruguay,
AR003,2026-05-08,133296.21,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR005,2026-05-08,30417.52,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR007,2026-05-08,1224580.41,EGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR028,2026-05-08,1487507.14,INGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR032,2026-05-08,1348148.92,INGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR033,2026-05-08,3458291.20,INGRESO,TRANSFERENCIA,ELECTRONICO,Servicios contratados,Argentina,
AR002,2026-05-09,218073.24,INGRESO,CHEQUE,ELECTRONICO,Cobro de honorarios,Argentina,
AR002,2026-05-09,208242.34,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR004,2026-05-09,205261.48,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
AR013,2026-05-09,2323915.77,EGRESO,TRANSFERENCIA,ELECTRONICO,Proveedor local,Argentina,
AR015,2026-05-09,513193.44,EGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR019,2026-05-09,273269.19,EGRESO,TRANSFERENCIA,ELECTRONICO,Transferencia recibida,Argentina,
AR003,2026-05-10,235484.22,INGRESO,TRANSFERENCIA,ELECTRONICO,Mayorista del rubro,Argentina,
AR012,2026-05-10,1546833.04,INGRESO,CHEQUE,ELECTRONICO,Cliente minorista,Argentina,
AR014,2026-05-10,800882.10,INGRESO,TRANSFERENCIA,ELECTRONICO,Cliente minorista,Argentina,
